UID Route,OD Pair Name,Departure,Arrival,Num. of Flights,Cruise Time (min),Total Taxi/Idle (min),Fuel Consumption (kg/pax/mi),CO2 (kg/pax/mi),HC (kg/pax/mi),CO (kg/pax/mi),NOx (kg/pax/mi),NOx Dep Airport (kg/pax/mi),NOx Arr Airport (kg/pax/mi),PM (kg/pax/mi),PM Dep Airport (kg/pax/mi),PM Arr Airport (kg/pax/mi),Pax,Distance (mi),True Dist (mi),Dep Lat,Dep Lon,Arr Lat,Arr Lon,Route Type,Common A/C Type,CO2 Community,Upper/Lower Half,Speed Ratio,Freq. Alice Equivalent,Freq. ZA Equivalent,Flight Hr. Coef,Num. Jet AC,EA EF (kg CO2 eq),ZA EF (kg CO2 eq)
ONTLGB,LGBONT,ONT,LGB,61,6.9196721310000004,15.59836066,1.2701968209999999,4.009537206,0.001795695,0.009053437,0.026146235,0.015621971,0.002413879,5.13e-05,1.4800000000000002e-05,1.03e-06,60.48360656,35.66120879,35.66120879,34.05599976,-117.60099790000001,33.81769943,-118.15200039999999,Intra-CA,B763,244.5817696,1,2.090909090909091,427.0,244.0,0.00020537092236010102,0.002472074074048148,0.1298,3.7754140539999996
LGBSAN,LGBSAN,LGB,SAN,42,18.76666667,16.28571429,0.26717720300000003,0.8425101359999999,0.000145198,0.001483985,0.004159372,0.001214775,0.00023501299999999998,2.01e-05,1.75e-06,2.05e-07,69.64880952,93.18133409999999,93.18133409999999,33.81769943,-118.15200039999999,32.73360062,-117.1900024,Intra-CA,C680,35.38542572,0,2.090909090909091,336.0,210.0,0.0003468061568686869,0.00446905555635,0.1298,3.7754140539999996
SANLGB,LGBSAN,SAN,LGB,34,13.33529412,18.32352941,0.171969912,0.542397971,7.41e-05,0.0010228610000000001,0.00255652,0.000837715,0.00018062299999999998,1.11e-05,1.35e-06,2.0899999999999998e-07,87.42647059,93.18133409999999,93.18133409999999,32.73360062,-117.1900024,33.81769943,-118.15200039999999,Intra-CA,C680,18.441531,0,2.090909090909091,340.0,204.0,0.00029503565064141414,0.0025982962967351854,0.2097,5.432096276
LGBSNA,LGBSNA,LGB,SNA,44,5.304545455,16.47727273,4.007264451,12.65559237,0.024798225,0.067588281,0.059209467,0.043283175,0.0071632630000000004,0.000206414,8.75e-05,8.92e-06,13.0,19.05656389,19.05656389,33.81769943,-118.15200039999999,33.67570114,-117.86799620000001,Intra-CA,BE400,556.8460641,1,2.0318181818181817,88.0,44.0,0.00018975080350972222,0.0013919074075296298,0.1298,3.7754140539999996
SNALGB,LGBSNA,SNA,LGB,32,2.725,16.5625,4.165274557,13.15710085,0.028117534,0.07834885700000001,0.06289999,0.049169501,0.007669392,0.00019219900000000002,0.00010098899999999999,1.06e-05,10.03125,19.05656389,19.05656389,33.67570114,-117.86799620000001,33.81769943,-118.15200039999999,Intra-CA,BE400,421.02722710000006,1,2.0318181818181817,64.0,32.0,0.00016110669191919192,0.000553962962962963,0.1298,3.7754140539999996
LGBVNY,LGBVNY,LGB,VNY,30,7.766666667000001,17.0,2.029989207,6.407175854,0.0031830129999999997,0.021508789,0.024692505,0.01312006,0.00301677,9.429999999999999e-05,1.53e-05,1.84e-06,10.46666667,33.26723972,33.26723972,33.81769943,-118.15200039999999,34.20980072,-118.4899979,Intra-CA,C680,192.2152756,1,2.090909090909091,60.0,30.0,0.00022299663300050503,0.0013608333333888893,0.1298,3.7754140539999996
VNYLGB,LGBVNY,VNY,LGB,43,9.844186047,16.63953488,2.215756201,6.991703043999999,0.0027939059999999996,0.023331307000000003,0.025580348,0.012167321000000002,0.002591863,0.00010528700000000001,1.12e-05,1.21e-06,10.37209302,33.26723972,33.26723972,34.20980072,-118.4899979,33.81769943,-118.15200039999999,Intra-CA,C680,300.6432309,1,2.090909090909091,86.0,43.0,0.0002451268498792929,0.002445388888990741,0.3211,8.998573784
OAKLVK,LVKOAK,OAK,LVK,20,9.7,17.3,3.547247174,11.19123027,0.00892199,0.048606064000000004,0.047696002,0.021092305,0.00500243,0.0001606,1.4800000000000002e-05,1.73e-06,8.2,22.05602196,22.05602196,37.721298,-122.221001,37.69340134,-121.8199997,Intra-CA,C680,223.8246054,1,2.090909090909091,20.0,20.0,0.00024712121212121214,0.0011225925925925923,0.0436,0.9828583332999999
LVKSFO,LVKSFO,LVK,SFO,16,7.725,20.5,2.120682265,6.690216841,0.002615755,0.023623341000000003,0.026355592999999997,0.009836628,0.00289628,6.49e-05,1.67e-06,1.36e-07,8.0,30.86040894,30.86040894,37.69340134,-121.8199997,37.61899948,-122.375,Intra-CA,C680,107.0434695,1,2.090909090909091,16.0,16.0,0.0002419570707070707,0.0007272592592592592,0.0436,0.9828583332999999
LVKSJC,LVKSJC,LVK,SJC,34,8.805882353,17.26470588,3.083800553,9.728047623,0.002093658,0.029809192,0.042460278,0.017602454,0.0043627679999999995,0.00017067900000000002,8.71e-06,1.23e-06,9.176470587999999,23.5861499,23.5861499,37.69340134,-121.8199997,37.362598,-121.929001,Intra-CA,C680,330.7536192,1,2.090909090909091,34.0,34.0,0.0002365389185853535,0.0017394074074111112,0.0436,0.9828583332999999
SJCLVK,LVKSJC,SJC,LVK,30,7.7,20.5,3.194940242,10.08147842,0.002182443,0.030446712,0.039826319,0.017702123,0.0043103429999999995,0.00019407799999999998,1.58e-05,2.04e-06,9.4,23.5861499,23.5861499,37.362598,-121.929001,37.69340134,-121.8199997,Intra-CA,C680,302.44435269999997,1,2.090909090909091,30.0,30.0,0.0002416666666666667,0.0013594444444444444,0.0436,0.9828583332999999
LVKSNA,LVKSNA,LVK,SNA,12,52.51666667,20.25,0.7688193590000001,2.423432208,0.00112907,0.00599343,0.00985499,0.001963266,0.000397551,0.00014652,2.39e-06,3.18e-07,10.58333333,355.07712250000003,355.07712250000003,37.69340134,-121.8199997,33.67570114,-117.86799620000001,Intra-CA,BD700,29.08118649,1,2.213636363636364,24.0,12.0,0.0007966822390982325,0.0035312777779999997,0.0436,0.9828583332999999
SNALVK,LVKSNA,SNA,LVK,14,53.81428571,16.35714286,0.763402742,2.406307468,0.00153738,0.006449636,0.010159351,0.002148151,0.000415124,0.00014848700000000002,3.55e-06,4.2600000000000003e-07,10.0,355.07712250000003,355.07712250000003,33.67570114,-117.86799620000001,37.69340134,-121.8199997,Intra-CA,BD700,33.68830455,1,2.213636363636364,28.0,14.0,0.0007910133477265152,0.004215703703374075,0.1298,3.7754140539999996
VNYLVK,LVKVNY,VNY,LVK,15,44.7,17.16666667,0.7299877859999999,2.3007477130000002,0.000259024,0.004468733,0.009275309,0.001129708,0.00028904,8.89e-05,2.18e-06,2.3800000000000001e-07,9.133333333,304.1455896,304.1455896,34.20980072,-118.4899979,37.69340134,-121.8199997,Intra-CA,C680,34.5112157,1,2.090909090909091,15.0,15.0,0.0006529461279646464,0.003758425925930556,0.3211,8.998573784
MFRSJC,MFRSJC,MFR,SJC,19,50.62631579,15.97368421,0.40586548899999997,1.278677577,8.44e-05,0.001870881,0.004790089,0.000812088,0.000198094,8.31e-05,6.83e-07,9.18e-08,18.15789474,322.6709787,349.3777106152302,42.37419891,-122.8730011,37.362598,-121.929001,Domestic Out-of-CA,G500,24.29487396,1,2.2818181818181817,38.0,38.0,0.000768854066989394,0.005384129629684259,0.6072000000000001,15.023213609999999
SJCMFR,MFRSJC,SJC,MFR,20,51.6,16.3,0.5680915870000001,1.79017952,0.00012122200000000001,0.0028299159999999996,0.007065554,0.00107126,0.00025358900000000003,0.000112259,6.94e-07,1.0099999999999999e-07,14.75,322.6709787,349.3777106152302,37.362598,-121.929001,42.37419891,-122.8730011,Domestic Out-of-CA,G500,35.8035904,1,2.2818181818181817,40.0,20.0,0.000783010101010101,0.005776296296296297,0.0436,0.9828583332999999
MHROAK,MHROAK,MHR,OAK,16,19.1,19.125,0.41574619399999996,1.310801068,0.000340995,0.002770552,0.006856637,0.001882234,0.000342507,3.07e-05,3.42e-06,3.5399999999999997e-07,69.05647841,76.32627401,76.32627401,38.55390167,-121.29799650000001,37.721298,-122.221001,Intra-CA,A306,20.97281709,1,2.0454545454545454,128.0,80.0,0.0003616287878787879,0.0017363333333333334,0.1953,4.3213968000000005
MHRSBD,MHRSBD,MHR,SBD,15,50.76666667,18.96666667,0.23284121800000002,0.7338473870000001,9.18e-05,0.000806867,0.0035721340000000002,0.000628978,0.00010457799999999999,2.6000000000000002e-05,6.41e-07,7.599999999999999e-08,111.42516770000002,381.86253139999997,381.86253139999997,38.55390167,-121.29799650000001,34.09540176,-117.2350006,Intra-CA,B752,11.0077108,0,2.0954545454545452,195.0,120.0,0.0007346994950068181,0.004266481481763888,0.1953,4.3213968000000005
SFOMHR,MHRSFO,SFO,MHR,16,14.225,29.125,1.209628283,3.815311595,0.001075972,0.012891568,0.014076525,0.004139374,0.001029911,0.00010271299999999999,8.92e-06,9.12e-07,8.875,87.20347222,87.20347222,37.61899948,-122.375,38.55390167,-121.29799650000001,Intra-CA,C680,61.04498552,1,2.090909090909091,16.0,16.0,0.0003653787878787879,0.0013178148148148146,0.024,0.7128
MMHSFO,MMHSFO,MMH,SFO,78,36.08717949,36.92307692,0.325785845,1.0269332979999999,2.65e-05,0.001770962,0.0036340020000000003,0.00042897599999999997,0.000162338,1.9e-05,3.7600000000000003e-07,2.44e-08,39.40705128,194.0141626,194.0141626,37.62409973,-118.83799740000002,37.61899948,-122.375,Intra-CA,CL700RJ,80.10079725,0,2.0318181818181817,390.0,234.0,0.0006508092463239899,0.015954277778977777,0.1298,3.7754140539999996
SFOMMH,MMHSFO,SFO,MMH,80,33.3,34.0875,0.307275759,0.9686287579999999,2.08e-05,0.001707184,0.00342934,0.000476425,0.000137976,1.8e-05,4.0700000000000003e-07,9.58e-09,38.95375,194.0141626,194.0141626,37.61899948,-122.375,37.62409973,-118.83799740000002,Intra-CA,CL700RJ,77.49030062,0,2.0318181818181817,400.0,240.0,0.000603594696969697,0.015103611111111108,0.024,0.7128
MRYOAK,MRYOAK,MRY,OAK,54,18.35925926,18.35185185,0.9387220390000001,2.959775505,0.0007214089999999999,0.008245203000000001,0.011777673,0.003146666,0.000809697,5.41e-05,1.83e-06,1.78e-07,13.66666667,80.95586378,80.95586378,36.587001799999996,-121.84300230000001,37.721298,-122.221001,Intra-CA,C680,159.8278773,1,2.090909090909091,108.0,54.0,0.00035355218855050505,0.0056340370372500006,0.0436,0.9828583332999999
OAKMRY,MRYOAK,OAK,MRY,66,18.31212121,15.22727273,0.8855665709999999,2.7926043139999996,0.0010694769999999999,0.007379581999999999,0.011293195,0.0035383890000000003,0.0007417719999999999,5.41e-05,4.71e-06,3.6200000000000004e-07,15.39393939,80.95586378,80.95586378,37.721298,-122.221001,36.587001799999996,-121.84300230000001,Intra-CA,C680,184.31188469999998,1,2.090909090909091,132.0,66.0,0.00033564585245454546,0.006849666665905556,0.0436,0.9828583332999999
MRYPSP,MRYPSP,MRY,PSP,18,45.76666667,17.88888889,0.550433782,1.735339346,0.0017991910000000001,0.005664398,0.007076815,0.001664717,0.00029200900000000003,6.879999999999999e-05,3.31e-06,3.55e-07,10.90744833,356.6715079,356.6715079,36.587001799999996,-121.84300230000001,33.82970047,-116.50700379999999,Intra-CA,C680,31.23610822,1,2.090909090909091,36.0,18.0,0.0006693490460606061,0.004617981481816667,0.0436,0.9828583332999999
MRYSJC,MRYSJC,MRY,SJC,146,8.675342466,16.60958904,1.327413679,4.188373878,0.000607259,0.01026441,0.016877205,0.007423685,0.0017465120000000002,9.120000000000001e-05,7.55e-06,9.54e-07,11.20547945,53.69482651,53.69482651,36.587001799999996,-121.84300230000001,37.362598,-121.929001,Intra-CA,C680,611.5025862000001,1,2.090909090909091,292.0,146.0,0.00023138300816060608,0.007354481481666665,0.0436,0.9828583332999999
SJCMRY,MRYSJC,SJC,MRY,178,12.25730337,16.84831461,1.267957452,3.999916795,0.0013278139999999999,0.011189495,0.015635264,0.006154700999999999,0.001320795,8.96e-05,9.46e-06,9.81e-07,12.61797753,53.69482651,53.69482651,37.362598,-121.929001,36.587001799999996,-121.84300230000001,Intra-CA,C680,711.9851894999999,1,2.090909090909091,356.0,178.0,0.0002743178980909091,0.012512518517794446,0.0436,0.9828583332999999
SMFMRY,MRYSMF,SMF,MRY,12,25.85,15.25,0.325968683,1.0277431479999999,0.000105396,0.001997757,0.0038952740000000002,0.000895869,0.000228016,3.289999999999999e-05,1.33e-06,1.26e-07,31.22027907,146.06256430000002,146.06256430000002,38.69540024,-121.5910034,36.587001799999996,-121.84300230000001,Intra-CA,BD700,12.33291778,0,2.213636363636364,48.0,36.0,0.0004409583333333334,0.0017479444444444448,0.1953,4.3213968000000005
MRYSNA,MRYSNA,MRY,SNA,70,47.48571429,18.7,0.829058686,2.614540515,0.004415289,0.011493953000000001,0.010803583,0.00390746,0.000596106,9.01e-05,8.36e-06,8.88e-07,8.8,301.53369360000005,301.53369360000005,36.587001799999996,-121.84300230000001,33.67570114,-117.86799620000001,Intra-CA,C680,183.01783600000002,1,2.090909090909091,70.0,70.0,0.0006938239538737373,0.01863259259425926,0.0436,0.9828583332999999
SNAMRY,MRYSNA,SNA,MRY,68,44.51176471,16.22058824,0.7681455840000001,2.422476587,0.003843167,0.010248165,0.010387813000000001,0.003802455,0.000560224,8.149999999999999e-05,7.74e-06,7.979999999999999e-07,8.691176471,301.53369360000005,301.53369360000005,33.67570114,-117.86799620000001,36.587001799999996,-121.84300230000001,Intra-CA,C680,164.7284079,1,2.090909090909091,68.0,68.0,0.0006455035651363637,0.016961129631214815,0.1298,3.7754140539999996
MRYVNY,MRYVNY,MRY,VNY,93,35.63763441,18.84408602,0.76905201,2.424955176,0.001544665,0.007307974,0.009372921999999999,0.002613357,0.000490585,9.17e-05,4.13e-06,4.65e-07,9.989247312,250.3284077,250.3284077,36.587001799999996,-121.84300230000001,34.20980072,-118.4899979,Intra-CA,C680,225.5208313,1,2.090909090909091,186.0,93.0,0.0005569952210353534,0.01863446296367222,0.0436,0.9828583332999999
VNYMRY,MRYVNY,VNY,MRY,95,36.11052632,16.34210526,0.759750595,2.395476705,0.001591538,0.00698372,0.009391624,0.0025115,0.000441708,8.420000000000001e-05,3.96e-06,4.1200000000000004e-07,9.778947367999999,250.3284077,250.3284077,34.20980072,-118.4899979,36.587001799999996,-121.84300230000001,Intra-CA,C680,227.57028689999999,1,2.090909090909091,190.0,95.0,0.0005485885167777777,0.01926277777997222,0.3211,8.998573784
OAKPSP,OAKPSP,OAK,PSP,88,61.89545455,19.27272727,0.17075512699999998,0.538118743,3.35e-05,0.0007875339999999999,0.0019199279999999998,0.00017218900000000003,5.3e-05,1.47e-05,4.0799999999999995e-07,2.88e-08,45.12997159,418.23174500000005,418.23174500000005,37.721298,-122.221001,33.82970047,-116.50700379999999,Intra-CA,E175,47.35444939,0,1.9545454545454546,440.0,264.0,0.0008175011478762627,0.030473259261459256,0.0436,0.9828583332999999
PSPOAK,OAKPSP,PSP,OAK,52,62.71538462,18.15384615,0.23577476600000002,0.743008608,8.09e-05,0.001151221,0.002810417,0.00023072599999999997,5.99e-05,1.85e-05,6.22e-07,6.42e-08,28.88953755,418.23174500000005,418.23174500000005,33.82970047,-116.50700379999999,37.721298,-122.221001,Intra-CA,E175,38.63644762,0,1.9545454545454546,208.0,104.0,0.0008201884227171718,0.01823840740872222,0.1298,3.7754140539999996
OAKSBA,OAKSBA,OAK,SBA,47,37.80212766,15.41489362,0.7108496129999999,2.240552129,0.00026662400000000003,0.003936065999999999,0.008362774,0.001177644,0.000287382,7.15e-05,2.14e-06,2.1100000000000002e-07,9.340425532000001,263.3680898,263.3680898,37.721298,-122.221001,34.42620087,-119.8399963,Intra-CA,C750,105.30595009999999,1,2.4,47.0,47.0,0.0006280000000222222,0.00996766666679074,0.0436,0.9828583332999999
SBAOAK,OAKSBA,SBA,OAK,74,39.88378378,18.95945946,0.6278417589999999,1.979057956,0.000470111,0.004239725,0.007464296,0.001203909,0.000268364,6.49e-05,1.97e-06,2.08e-07,11.45352044,263.3680898,263.3680898,34.42620087,-119.8399963,37.721298,-122.221001,Intra-CA,C750,146.4502887,1,2.4,148.0,74.0,0.0006754474474,0.016573851850300005,0.0436,0.9828583332999999
OAKSBD,OAKSBD,OAK,SBD,36,51.76666667,17.11111111,0.222765765,0.702081718,9e-05,0.000782661,0.003447375,0.000600985,0.000103675,2.5300000000000002e-05,6.05e-07,7.22e-08,110.379833,374.99731410000004,374.99731410000004,37.721298,-122.221001,34.09540176,-117.2350006,Intra-CA,B752,25.27494186,0,2.0954545454545452,468.0,288.0,0.0007360322671482322,0.010433370371033333,0.0436,0.9828583332999999
OAKSBP,OAKSBP,OAK,SBP,16,28.35,14.375,0.8719976340000001,2.7491468660000002,0.000196345,0.005021762,0.011454572,0.002437107,0.000564256,0.000153189,2.93e-06,3.96e-07,11.25,192.54948869999998,192.54948869999998,37.721298,-122.221001,35.23680115,-120.6419983,Intra-CA,BD700,43.98634986,1,2.213636363636364,32.0,16.0,0.0004668421717171717,0.002551518518518519,0.0436,0.9828583332999999
OAKSCK,OAKSCK,OAK,SCK,20,11.9,14.6,0.690201052,2.177229745,0.00020822,0.004876077,0.007772525,0.0029181690000000004,0.00075656,4.05e-05,3.29e-06,3.46e-07,25.56411389,55.0943072,55.0943072,37.721298,-122.221001,37.89419937,-121.237999,Intra-CA,G400,43.5445949,1,2.1522727272727273,60.0,40.0,0.00026173358585858587,0.001362037037037037,0.0436,0.9828583332999999
SCKOAK,OAKSCK,SCK,OAK,12,7.433333332999999,17.5,1.274245894,4.020972157,0.000750601,0.012013988,0.013601701,0.0064377819999999995,0.001592206,5.01e-05,2.62e-06,2.61e-07,10.16666667,55.0943072,55.0943072,37.89419937,-121.237999,37.721298,-122.221001,Intra-CA,G400,48.25166588,1,2.1522727272727273,24.0,12.0,0.00022443644780746207,0.0005226666666444444,0.0436,0.9828583332999999
OAKSFO,OAKSFO,OAK,SFO,154,5.853246753,20.31818182,4.2984017230000005,13.56708644,0.006179326999999999,0.037379411,0.069835559,0.035725861,0.007064561,0.00021815299999999998,6.3e-05,7.15e-06,22.76623377,11.00210917,11.00210917,37.721298,-122.221001,37.61899948,-122.375,Intra-CA,C750,2089.3313120000003,1,2.4,462.0,308.0,0.00022925541126222218,0.005395888888703704,0.0436,0.9828583332999999
SFOOAK,OAKSFO,SFO,OAK,196,19.39591837,26.05102041,9.663032023,30.47233124,0.00849263,0.065311106,0.145409836,0.040705814,0.0073460719999999995,0.00076127,8.08e-05,8.37e-06,23.69897959,11.00210917,11.00210917,37.61899948,-122.375,37.721298,-122.221001,Intra-CA,C750,5972.576922,1,2.4,588.0,392.0,0.00044167346943333336,0.021718000002922223,0.024,0.7128
OAKSJC,OAKSJC,OAK,SJC,446,12.81300448,16.67040359,1.6965157709999998,5.350966608,0.002390166,0.011982798000000001,0.030284517,0.011267485,0.001855855,0.000107862,1.5399999999999998e-05,1.84e-06,47.17825112,29.47996138,29.47996138,37.721298,-122.221001,37.362598,-121.929001,Intra-CA,C680,2386.5311070000002,1,2.090909090909091,2676.0,1784.0,0.00027978461743939393,0.03272114813758703,0.0436,0.9828583332999999
SJCOAK,OAKSJC,SJC,OAK,246,4.904878049,18.74390244,1.077748975,3.402078799,0.001128338,0.009680211999999999,0.016140848,0.008698314,0.001769076,6.69e-05,1.95e-05,1.35e-06,25.35569106,29.47996138,29.47996138,37.362598,-121.929001,37.721298,-122.221001,Intra-CA,C680,836.9113844999999,1,2.090909090909091,738.0,492.0,0.00019944198079141414,0.007287444444766666,0.0436,0.9828583332999999
OAKSMF,OAKSMF,OAK,SMF,80,13.35,16.0,0.413913916,1.305546803,0.000638235,0.00300912,0.007220693,0.0026966240000000003,0.00045623699999999996,3.11e-05,6.05e-06,4.69e-07,64.928125,75.42819368,75.42819368,37.721298,-122.221001,38.69540024,-121.5910034,Intra-CA,B737,104.4437442,1,2.059090909090909,640.0,400.0,0.0002799381313131313,0.006102962962962963,0.0436,0.9828583332999999
SMFOAK,OAKSMF,SMF,OAK,72,20.73888889,17.94444444,0.427716982,1.34882205,0.00044297900000000003,0.002719055,0.007204773,0.00214533,0.000399043,3.3100000000000005e-05,4.89e-06,4.19e-07,76.47453704,75.42819368,75.42819368,38.69540024,-121.5910034,37.721298,-122.221001,Intra-CA,B737,97.11518762,1,2.059090909090909,648.0,432.0,0.00037526501121136366,0.0084611851856,0.1953,4.3213968000000005
OAKSTS,OAKSTS,OAK,STS,30,10.76666667,16.96666667,1.0397690929999999,3.280692347,0.00318891,0.012312753000000001,0.013800244,0.006597843000000001,0.001246745,5.25e-05,1.1400000000000001e-05,1.4e-06,12.93333333,63.18392246,63.18392246,37.721298,-122.221001,38.50899887,-122.8130035,Intra-CA,C680,98.42077040000001,1,2.090909090909091,60.0,30.0,0.0002576599327171717,0.0018607407413055554,0.0436,0.9828583332999999
STSOAK,OAKSTS,STS,OAK,18,14.1,22.5,1.771004557,5.58779497,0.005266870999999999,0.024154035,0.018757088999999998,0.009066329,0.0017541420000000002,0.00010664700000000001,1.1400000000000001e-05,1.19e-06,10.88888889,63.18392246,63.18392246,38.50899887,-122.8130035,37.721298,-122.221001,Intra-CA,C680,100.5803095,1,2.090909090909091,36.0,18.0,0.00032712121212121213,0.001459,0.0436,0.9828583332999999
OAKTRM,OAKTRM,OAK,TRM,38,54.41578947,14.97368421,0.504988788,1.5918403840000002,0.000538941,0.003944067,0.005889706999999999,0.00127135,0.00028006,5.920000000000001e-05,2.21e-06,2.68e-07,10.15789474,442.4713817,442.4713817,37.721298,-122.221001,33.62670135,-116.1600037,Intra-CA,C550,60.48993458,1,1.8318181818181818,76.0,38.0,0.0006752973152174242,0.01156474073996111,0.0436,0.9828583332999999
TRMOAK,OAKTRM,TRM,OAK,38,64.41578947,18.97368421,0.575884768,1.81542188,0.000836955,0.004934801,0.0068990430000000005,0.001627366,0.000335491,7.82e-05,1.9e-06,2.59e-07,10.57894737,442.4713817,442.4713817,33.62670135,-116.1600037,37.721298,-122.221001,Intra-CA,C550,68.98603143,1,1.8318181818181818,76.0,38.0,0.0007992872142073232,0.013689925925146297,0.2809,6.02298322
OAKVNY,OAKVNY,OAK,VNY,430,43.4627907,16.63953488,0.659253916,2.078194083,0.000522078,0.005026073,0.00728339,0.00146653,0.000297525,7.15e-05,1.72e-06,1.8899999999999999e-07,10.562790699999999,319.8527544,319.8527544,37.721298,-122.221001,34.20980072,-118.4899979,Intra-CA,G400,893.6234557,1,2.1522727272727273,860.0,430.0,0.0006504628553042929,0.1047650000054074,0.0436,0.9828583332999999
